1,1,1,1,0,0,4,1,0,3,0,1,0,4,1,0,3,0,1
4,0,0,1,4,0,0,1,4,0,0,1,0,0,1,4,0,0,1
1,1,0,5,1,1,0,5,1,1,0,5,1,0,5,1,1,0,5
1,0,0,4,1,0,0,4,1,0,0,4,0,0,4,1,0,0,4
0,1,5,4,0,1,5,4,0,1,5,4,1,5,4,0,1,5,4
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4,0,1,5,4,3,0,1,5,3,0,1,3,0,1,5,3,0,1
5,3,0,1,5,3,0,1,5,3,0,1,3,0,1,5,3,0,1
4,0,0,1,4,0,0,1,4,0,0,1,0,0,1,4,0,0,1
1,1,0,5,1,1,0,5,1,1,0,5,1,0,5,1,1,0,5
1,0,0,4,1,0,0,4,1,0,0,4,0,0,4,1,0,0,4
0,1,5,4,0,1,5,4,0,1,5,4,1,5,4,0,1,5,4
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4,0,1,5,4,3,0,1,5,3,0,1,3,0,1,5,3,0,1
1,1,1,1,0,0,4,1,0,3,0,1,0,4,1,0,3,0,1
4,0,0,1,4,0,0,1,4,0,0,1,0,0,1,4,0,0,1
1,1,0,5,1,1,0,5,1,1,0,5,1,0,5,1,1,0,5
1,0,0,4,1,0,0,4,1,0,0,4,0,0,4,1,0,0,4
0,1,5,4,0,1,5,4,0,1,5,4,1,5,4,0,1,5,4
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4,0,1,5,4,3,0,1,5,3,0,1,3,0,1,5,3,0,1
5,3,0,1,5,3,0,1,5,3,0,1,3,0,1,5,3,0,1
4,0,0,1,4,0,0,1,4,0,0,1,0,0,1,4,0,0,1
1,1,0,5,1,1,0,5,1,1,0,5,1,0,5,1,1,0,5
1,0,0,4,1,0,0,4,1,0,0,4,0,0,4,1,0,0,4
0,1,5,4,0,1,5,4,0,1,5,4,1,5,4,0,1,5,4
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4,0,1,5,4,3,0,1,5,3,0,1,3,0,1,5,3,0,1
1,1,1,1,0,0,4,1,0,3,0,1,0,4,1,0,3,0,1
4,0,0,1,4,0,0,1,4,0,0,1,0,0,1,4,0,0,1
1,1,0,5,1,1,0,5,1,1,0,5,1,0,5,1,1,0,5
1,0,0,4,1,0,0,4,1,0,0,4,0,0,4,1,0,0,4
0,1,5,4,0,1,5,4,0,1,5,4,1,5,4,0,1,5,4
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4,0,1,5,4,3,0,1,5,3,0,1,3,0,1,5,3,0,1
5,3,0,1,5,3,0,1,5,3,0,1,3,0,1,5,3,0,1
4,0,0,1,4,0,0,1,4,0,0,1,0,0,1,4,0,0,1
1,1,0,5,1,1,0,5,1,1,0,5,1,0,5,1,1,0,5
1,0,0,4,1,0,0,4,1,0,0,4,0,0,4,1,0,0,4
0,1,5,4,0,1,5,4,0,1,5,4,1,5,4,0,1,5,4
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4,0,1,5,4,3,0,1,5,3,0,1,3,0,1,5,3,0,1
1,1,1,1,0,0,4,1,0,3,0,1,0,4,1,0,3,0,1
4,0,0,1,4,0,0,1,4,0,0,1,0,0,1,4,0,0,1
1,1,0,5,1,1,0,5,1,1,0,5,1,0,5,1,1,0,5
1,0,0,4,1,0,0,4,1,0,0,4,0,0,4,1,0,0,4
0,1,5,4,0,1,5,4,0,1,5,4,1,5,4,0,1,5,4
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4,0,1,5,4,3,0,1,5,3,0,1,3,0,1,5,3,0,1
5,3,0,1,5,3,0,1,5,3,0,1,3,0,1,5,3,0,1
4,0,0,1,4,0,0,1,4,0,0,1,0,0,1,4,0,0,1
1,1,0,5,1,1,0,5,1,1,0,5,1,0,5,1,1,0,5
1,0,0,4,1,0,0,4,1,0,0,4,0,0,4,1,0,0,4
0,1,5,4,0,1,5,4,0,1,5,4,1,5,4,0,1,5,4
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4,0,1,5,4,3,0,1,5,3,0,1,3,0,1,5,3,0,1
1,1,1,1,0,0,4,1,0,3,0,1,0,4,1,0,3,0,1
4,0,0,1,4,0,0,1,4,0,0,1,0,0,1,4,0,0,1
1,1,0,5,1,1,0,5,1,1,0,5,1,0,5,1,1,0,5
1,0,0,4,1,0,0,4,1,0,0,4,0,0,4,1,0,0,4
0,1,5,4,0,1,5,4,0,1,5,4,1,5,4,0,1,5,4
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4,0,1,5,4,3,0,1,5,3,0,1,3,0,1,5,3,0,1
5,3,0,1,5,3,0,1,5,3,0,1,3,0,1,5,3,0,1
4,0,0,1,4,0,0,1,4,0,0,1,0,0,1,4,0,0,1
1,1,0,5,1,1,0,5,1,1,0,5,1,0,5,1,1,0,5
1,0,0,4,1,0,0,4,1,0,0,4,0,0,4,1,0,0,4
0,1,5,4,0,1,5,4,0,1,5,4,1,5,4,0,1,5,4
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4,0,1,5,4,3,0,1,5,3,0,1,3,0,1,5,3,0,1
1,1,1,1,0,0,4,1,0,3,0,1,0,4,1,0,3,0,1
4,0,0,1,4,0,0,1,4,0,0,1,0,0,1,4,0,0,1
1,1,0,5,1,1,0,5,1,1,0,5,1,0,5,1,1,0,5
1,0,0,4,1,0,0,4,1,0,0,4,0,0,4,1,0,0,4
0,1,5,4,0,1,5,4,0,1,5,4,1,5,4,0,1,5,4
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4,0,1,5,4,3,0,1,5,3,0,1,3,0,1,5,3,0,1
5,3,0,1,5,3,0,1,5,3,0,1,3,0,1,5,3,0,1
4,0,0,1,4,0,0,1,4,0,0,1,0,0,1,4,0,0,1
1,1,0,5,1,1,0,5,1,1,0,5,1,0,5,1,1,0,5
1,0,0,4,1,0,0,4,1,0,0,4,0,0,4,1,0,0,4
0,1,5,4,0,1,5,4,0,1,5,4,1,5,4,0,1,5,4
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4,0,1,5,4,3,0,1,5,3,0,1,3,0,1,5,3,0,1
1,1,1,1,0,0,4,1,0,3,0,1,0,4,1,0,3,0,1
4,0,0,1,4,0,0,1,4,0,0,1,0,0,1,4,0,0,1
1,1,0,5,1,1,0,5,1,1,0,5,1,0,5,1,1,0,5
1,0,0,4,1,0,0,4,1,0,0,4,0,0,4,1,0,0,4
0,1,5,4,0,1,5,4,0,1,5,4,1,5,4,0,1,5,4
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4,0,1,5,4,3,0,1,5,3,0,1,3,0,1,5,3,0,1
5,3,0,1,5,3,0,1,5,3,0,1,3,0,1,5,3,0,1
4,0,0,1,4,0,0,1,4,0,0,1,0,0,1,4,0,0,1
1,1,0,5,1,1,0,5,1,1,0,5,1,0,5,1,1,0,5
1,0,0,4,1,0,0,4,1,0,0,4,0,0,4,1,0,0,4
0,1,5,4,0,1,5,4,0,1,5,4,1,5,4,0,1,5,4
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4,0,1,5,4,3,0,1,5,3,0,1,3,0,1,5,3,0,1
1,1,1,1,0,0,4,1,0,3,0,1,0,4,1,0,3,0,1
4,0,0,1,4,0,0,1,4,0,0,1,0,0,1,4,0,0,1
1,1,0,5,1,1,0,5,1,1,0,5,1,0,5,1,1,0,5
1,0,0,4,1,0,0,4,1,0,0,4,0,0,4,1,0,0,4
0,1,5,4,0,1,5,4,0,1,5,4,1,5,4,0,1,5,4
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4,0,1,5,4,3,0,1,5,3,0,1,3,0,1,5,3,0,1
5,3,0,1,5,3,0,1,5,3,0,1,3,0,1,5,3,0,1
4,0,0,1,4,0,0,1,4,0,0,1,0,0,1,4,0,0,1
1,1,0,5,1,1,0,5,1,1,0,5,1,0,5,1,1,0,5
1,0,0,4,1,0,0,4,1,0,0,4,0,0,4,1,0,0,4
0,1,5,4,0,1,5,4,0,1,5,4,1,5,4,0,1,5,4
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4,0,1,5,4,3,0,1,5,3,0,1,3,0,1,5,3,0,1
1,1,1,1,0,0,4,1,0,3,0,1,0,4,1,0,3,0,1
4,0,0,1,4,0,0,1,4,0,0,1,0,0,1,4,0,0,1
1,1,0,5,1,1,0,5,1,1,0,5,1,0,5,1,1,0,5
1,0,0,4,1,0,0,4,1,0,0,4,0,0,4,1,0,0,4
0,1,5,4,0,1,5,4,0,1,5,4,1,5,4,0,1,5,4
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4,0,1,5,4,3,0,1,5,3,0,1,3,0,1,5,3,0,1
5,3,0,1,5,3,0,1,5,3,0,1,3,0,1,5,3,0,1
4,0,0,1,4,0,0,1,4,0,0,1,0,0,1,4,0,0,1
1,1,0,5,1,1,0,5,1,1,0,5,1,0,5,1,1,0,5
1,0,0,4,1,0,0,4,1,0,0,4,0,0,4,1,0,0,4
0,1,5,4,0,1,5,4,0,1,5,4,1,5,4,0,1,5,4
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4,0,1,5,4,3,0,1,5,3,0,1,3,0,1,5,3,0,1
1,1,1,1,0,0,4,1,0,3,0,1,0,4,1,0,3,0,1
4,0,0,1,4,0,0,1,4,0,0,1,0,0,1,4,0,0,1
1,1,0,5,1,1,0,5,1,1,0,5,1,0,5,1,1,0,5
1,0,0,4,1,0,0,4,1,0,0,4,0,0,4,1,0,0,4
0,1,5,4,0,1,5,4,0,1,5,4,1,5,4,0,1,5,4
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4,0,1,5,4,3,0,1,5,3,0,1,3,0,1,5,3,0,1
5,3,0,1,5,3,0,1,5,3,0,1,3,0,1,5,3,0,1
4,0,0,1,4,0,0,1,4,0,0,1,0,0,1,4,0,0,1
1,1,0,5,1,1,0,5,1,1,0,5,1,0,5,1,1,0,5
1,0,0,4,1,0,0,4,1,0,0,4,0,0,4,1,0,0,4
0,1,5,4,0,1,5,4,0,1,5,4,1,5,4,0,1,5,4
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4,0,1,5,4,3,0,1,5,3,0,1,3,0,1,5,3,0,1
1,1,1,1,0,0,4,1,0,3,0,1,0,4,1,0,3,0,1
4,0,0,1,4,0,0,1,4,0,0,1,0,0,1,4,0,0,1
1,1,0,5,1,1,0,5,1,1,0,5,1,0,5,1,1,0,5
1,0,0,4,1,0,0,4,1,0,0,4,0,0,4,1,0,0,4
0,1,5,4,0,1,5,4,0,1,5,4,1,5,4,0,1,5,4
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4,0,1,5,4,3,0,1,5,3,0,1,3,0,1,5,3,0,1
5,3,0,1,5,3,0,1,5,3,0,1,3,0,1,5,3,0,1
4,0,0,1,4,0,0,1,4,0,0,1,0,0,1,4,0,0,1
1,1,0,5,1,1,0,5,1,1,0,5,1,0,5,1,1,0,5
1,0,0,4,1,0,0,4,1,0,0,4,0,0,4,1,0,0,4
0,1,5,4,0,1,5,4,0,1,5,4,1,5,4,0,1,5,4
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4,0,1,5,4,3,0,1,5,3,0,1,3,0,1,5,3,0,1
1,1,1,1,0,0,4,1,0,3,0,1,0,4,1,0,3,0,1
4,0,0,1,4,0,0,1,4,0,0,1,0,0,1,4,0,0,1
1,1,0,5,1,1,0,5,1,1,0,5,1,0,5,1,1,0,5
1,0,0,4,1,0,0,4,1,0,0,4,0,0,4,1,0,0,4
0,1,5,4,0,1,5,4,0,1,5,4,1,5,4,0,1,5,4
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4,0,1,5,4,3,0,1,5,3,0,1,3,0,1,5,3,0,1
5,3,0,1,5,3,0,1,5,3,0,1,3,0,1,5,3,0,1
4,0,0,1,4,0,0,1,4,0,0,1,0,0,1,4,0,0,1
1,1,0,5,1,1,0,5,1,1,0,5,1,0,5,1,1,0,5
1,0,0,4,1,0,0,4,1,0,0,4,0,0,4,1,0,0,4
0,1,5,4,0,1,5,4,0,1,5,4,1,5,4,0,1,5,4
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4,0,1,5,4,3,0,1,5,3,0,1,3,0,1,5,3,0,1
1,1,1,1,0,0,4,1,0,3,0,1,0,4,1,0,3,0,1
4,0,0,1,4,0,0,1,4,0,0,1,0,0,1,4,0,0,1
1,1,0,5,1,1,0,5,1,1,0,5,1,0,5,1,1,0,5
1,0,0,4,1,0,0,4,1,0,0,4,0,0,4,1,0,0,4
0,1,5,4,0,1,5,4,0,1,5,4,1,5,4,0,1,5,4
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4,0,1,5,4,3,0,1,5,3,0,1,3,0,1,5,3,0,1
5,3,0,1,5,3,0,1,5,3,0,1,3,0,1,5,3,0,1
4,0,0,1,4,0,0,1,4,0,0,1,0,0,1,4,0,0,1
1,1,0,5,1,1,0,5,1,1,0,5,1,0,5,1,1,0,5
1,0,0,4,1,0,0,4,1,0,0,4,0,0,4,1,0,0,4
0,1,5,4,0,1,5,4,0,1,5,4,1,5,4,0,1,5,4
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4,0,1,5,4,3,0,1,5,3,0,1,3,0,1,5,3,0,1
1,1,1,1,0,0,4,1,0,3,0,1,0,4,1,0,3,0,1
4,0,0,1,4,0,0,1,4,0,0,1,0,0,1,4,0,0,1
1,1,0,5,1,1,0,5,1,1,0,5,1,0,5,1,1,0,5
1,0,0,4,1,0,0,4,1,0,0,4,0,0,4,1,0,0,4
0,1,5,4,0,1,5,4,0,1,5,4,1,5,4,0,1,5,4
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4,0,1,5,4,3,0,1,5,3,0,1,3,0,1,5,3,0,1
5,3,0,1,5,3,0,1,5,3,0,1,3,0,1,5,3,0,1
4,0,0,1,4,0,0,1,4,0,0,1,0,0,1,4,0,0,1
1,1,0,5,1,1,0,5,1,1,0,5,1,0,5,1,1,0,5
1,0,0,4,1,0,0,4,1,0,0,4,0,0,4,1,0,0,4
0,1,5,4,0,1,5,4,0,1,5,4,1,5,4,0,1,5,4
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4,0,1,5,4,3,0,1,5,3,0,1,3,0,1,5,3,0,1
1,1,1,1,0,0,4,1,0,3,0,1,0,4,1,0,3,0,1
4,0,0,1,4,0,0,1,4,0,0,1,0,0,1,4,0,0,1
1,1,0,5,1,1,0,5,1,1,0,5,1,0,5,1,1,0,5
1,0,0,4,1,0,0,4,1,0,0,4,0,0,4,1,0,0,4
0,1,5,4,0,1,5,4,0,1,5,4,1,5,4,0,1,5,4
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4,0,1,5,4,3,0,1,5,3,0,1,3,0,1,5,3,0,1
5,3,0,1,5,3,0,1,5,3,0,1,3,0,1,5,3,0,1
4,0,0,1,4,0,0,1,4,0,0,1,0,0,1,4,0,0,1
1,1,0,5,1,1,0,5,1,1,0,5,1,0,5,1,1,0,5
1,0,0,4,1,0,0,4,1,0,0,4,0,0,4,1,0,0,4
0,1,5,4,0,1,5,4,0,1,5,4,1,5,4,0,1,5,4
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4,0,1,5,4,3,0,1,5,3,0,1,3,0,1,5,3,0,1
1,1,1,1,0,0,4,1,0,3,0,1,0,4,1,0,3,0,1
4,0,0,1,4,0,0,1,4,0,0,1,0,0,1,4,0,0,1
1,1,0,5,1,1,0,5,1,1,0,5,1,0,5,1,1,0,5
1,0,0,4,1,0,0,4,1,0,0,4,0,0,4,1,0,0,4
0,1,5,4,0,1,5,4,0,1,5,4,1,5,4,0,1,5,4
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4,0,1,5,4,3,0,1,5,3,0,1,3,0,1,5,3,0,1
5,3,0,1,5,3,0,1,5,3,0,1,3,0,1,5,3,0,1
4,0,0,1,4,0,0,1,4,0,0,1,0,0,1,4,0,0,1
1,1,0,5,1,1,0,5,1,1,0,5,1,0,5,1,1,0,5
1,0,0,4,1,0,0,4,1,0,0,4,0,0,4,1,0,0,4
0,1,5,4,0,1,5,4,0,1,5,4,1,5,4,0,1,5,4
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4,0,1,5,4,3,0,1,5,3,0,1,3,0,1,5,3,0,1
1,1,1,1,0,0,4,1,0,3,0,1,0,4,1,0,3,0,1
4,0,0,1,4,0,0,1,4,0,0,1,0,0,1,4,0,0,1
1,1,0,5,1,1,0,5,1,1,0,5,1,0,5,1,1,0,5
1,0,0,4,1,0,0,4,1,0,0,4,0,0,4,1,0,0,4
0,1,5,4,0,1,5,4,0,1,5,4,1,5,4,0,1,5,4
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4,0,1,5,4,3,0,1,5,3,0,1,3,0,1,5,3,0,1
5,3,0,1,5,3,0,1,5,3,0,1,3,0,1,5,3,0,1
4,0,0,1,4,0,0,1,4,0,0,1,0,0,1,4,0,0,1
1,1,0,5,1,1,0,5,1,1,0,5,1,0,5,1,1,0,5
1,0,0,4,1,0,0,4,1,0,0,4,0,0,4,1,0,0,4
0,1,5,4,0,1,5,4,0,1,5,4,1,5,4,0,1,5,4
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4,0,1,5,4,3,0,1,5,3,0,1,3,0,1,5,3,0,1
1,1,1,1,0,0,4,1,0,3,0,1,0,4,1,0,3,0,1
4,0,0,1,4,0,0,1,4,0,0,1,0,0,1,4,0,0,1
1,1,0,5,1,1,0,5,1,1,0,5,1,0,5,1,1,0,5
1,0,0,4,1,0,0,4,1,0,0,4,0,0,4,1,0,0,4
0,1,5,4,0,1,5,4,0,1,5,4,1,5,4,0,1,5,4
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4,0,1,5,4,3,0,1,5,3,0,1,3,0,1,5,3,0,1
5,3,0,1,5,3,0,1,5,3,0,1,3,0,1,5,3,0,1
4,0,0,1,4,0,0,1,4,0,0,1,0,0,1,4,0,0,1
1,1,0,5,1,1,0,5,1,1,0,5,1,0,5,1,1,0,5
1,0,0,4,1,0,0,4,1,0,0,4,0,0,4,1,0,0,4
0,1,5,4,0,1,5,4,0,1,5,4,1,5,4,0,1,5,4
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4,0,1,5,4,3,0,1,5,3,0,1,3,0,1,5,3,0,1
1,1,1,1,0,0,4,1,0,3,0,1,0,4,1,0,3,0,1
4,0,0,1,4,0,0,1,4,0,0,1,0,0,1,4,0,0,1
1,1,0,5,1,1,0,5,1,1,0,5,1,0,5,1,1,0,5
1,0,0,4,1,0,0,4,1,0,0,4,0,0,4,1,0,0,4
0,1,5,4,0,1,5,4,0,1,5,4,1,5,4,0,1,5,4
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4,0,1,5,4,3,0,1,5,3,0,1,3,0,1,5,3,0,1
5,3,0,1,5,3,0,1,5,3,0,1,3,0,1,5,3,0,1
4,0,0,1,4,0,0,1,4,0,0,1,0,0,1,4,0,0,1
1,1,0,5,1,1,0,5,1,1,0,5,1,0,5,1,1,0,5
1,0,0,4,1,0,0,4,1,0,0,4,0,0,4,1,0,0,4
0,1,5,4,0,1,5,4,0,1,5,4,1,5,4,0,1,5,4
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4,0,1,5,4,3,0,1,5,3,0,1,3,0,1,5,3,0,1
1,1,1,1,0,0,4,1,0,3,0,1,0,4,1,0,3,0,1
4,0,0,1,4,0,0,1,4,0,0,1,0,0,1,4,0,0,1
1,1,0,5,1,1,0,5,1,1,0,5,1,0,5,1,1,0,5
1,0,0,4,1,0,0,4,1,0,0,4,0,0,4,1,0,0,4
0,1,5,4,0,1,5,4,0,1,5,4,1,5,4,0,1,5,4
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4,0,1,5,4,3,0,1,5,3,0,1,3,0,1,5,3,0,1
5,3,0,1,5,3,0,1,5,3,0,1,3,0,1,5,3,0,1
4,0,0,1,4,0,0,1,4,0,0,1,0,0,1,4,0,0,1
1,1,0,5,1,1,0,5,1,1,0,5,1,0,5,1,1,0,5
1,0,0,4,1,0,0,4,1,0,0,4,0,0,4,1,0,0,4
0,1,5,4,0,1,5,4,0,1,5,4,1,5,4,0,1,5,4
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4,0,1,5,4,3,0,1,5,3,0,1,3,0,1,5,3,0,1
1,1,1,1,0,0,4,1,0,3,0,1,0,4,1,0,3,0,1
4,0,0,1,4,0,0,1,4,0,0,1,0,0,1,4,0,0,1
1,1,0,5,1,1,0,5,1,1,0,5,1,0,5,1,1,0,5
1,0,0,4,1,0,0,4,1,0,0,4,0,0,4,1,0,0,4
0,1,5,4,0,1,5,4,0,1,5,4,1,5,4,0,1,5,4
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4,0,1,5,4,3,0,1,5,3,0,1,3,0,1,5,3,0,1
5,3,0,1,5,3,0,1,5,3,0,1,3,0,1,5,3,0,1
4,0,0,1,4,0,0,1,4,0,0,1,0,0,1,4,0,0,1
1,1,0,5,1,1,0,5,1,1,0,5,1,0,5,1,1,0,5
1,0,0,4,1,0,0,4,1,0,0,4,0,0,4,1,0,0,4
0,1,5,4,0,1,5,4,0,1,5,4,1,5,4,0,1,5,4
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4,0,1,5,4,3,0,1,5,3,0,1,3,0,1,5,3,0,1
1,1,1,1,0,0,4,1,0,3,0,1,0,4,1,0,3,0,1
4,0,0,1,4,0,0,1,4,0,0,1,0,0,1,4,0,0,1
1,1,0,5,1,1,0,5,1,1,0,5,1,0,5,1,1,0,5
1,0,0,4,1,0,0,4,1,0,0,4,0,0,4,1,0,0,4
0,1,5,4,0,1,5,4,0,1,5,4,1,5,4,0,1,5,4
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4,0,1,5,4,3,0,1,5,3,0,1,3,0,1,5,3,0,1
5,3,0,1,5,3,0,1,5,3,0,1,3,0,1,5,3,0,1
4,0,0,1,4,0,0,1,4,0,0,1,0,0,1,4,0,0,1
1,1,0,5,1,1,0,5,1,1,0,5,1,0,5,1,1,0,5
1,0,0,4,1,0,0,4,1,0,0,4,0,0,4,1,0,0,4
0,1,5,4,0,1,5,4,0,1,5,4,1,5,4,0,1,5,4
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4,0,1,5,4,3,0,1,5,3,0,1,3,0,1,5,3,0,1
1,1,1,1,0,0,4,1,0,3,0,1,0,4,1,0,3,0,1
4,0,0,1,4,0,0,1,4,0,0,1,0,0,1,4,0,0,1
1,1,0,5,1,1,0,5,1,1,0,5,1,0,5,1,1,0,5
1,0,0,4,1,0,0,4,1,0,0,4,0,0,4,1,0,0,4
0,1,5,4,0,1,5,4,0,1,5,4,1,5,4,0,1,5,4
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4,0,1,5,4,3,0,1,5,3,0,1,3,0,1,5,3,0,1
5,3,0,1,5,3,0,1,5,3,0,1,3,0,1,5,3,0,1
4,0,0,1,4,0,0,1,4,0,0,1,0,0,1,4,0,0,1
1,1,0,5,1,1,0,5,1,1,0,5,1,0,5,1,1,0,5
1,0,0,4,1,0,0,4,1,0,0,4,0,0,4,1,0,0,4
0,1,5,4,0,1,5,4,0,1,5,4,1,5,4,0,1,5,4
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4,0,1,5,4,3,0,1,5,3,0,1,3,0,1,5,3,0,1
1,1,1,1,0,0,4,1,0,3,0,1,0,4,1,0,3,0,1
4,0,0,1,4,0,0,1,4,0,0,1,0,0,1,4,0,0,1
1,1,0,5,1,1,0,5,1,1,0,5,1,0,5,1,1,0,5
1,0,0,4,1,0,0,4,1,0,0,4,0,0,4,1,0,0,4
0,1,5,4,0,1,5,4,0,1,5,4,1,5,4,0,1,5,4
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4,0,1,5,4,3,0,1,5,3,0,1,3,0,1,5,3,0,1
5,3,0,1,5,3,0,1,5,3,0,1,3,0,1,5,3,0,1
4,0,0,1,4,0,0,1,4,0,0,1,0,0,1,4,0,0,1
1,1,0,5,1,1,0,5,1,1,0,5,1,0,5,1,1,0,5
1,0,0,4,1,0,0,4,1,0,0,4,0,0,4,1,0,0,4
